position,rpm,lmin,xanthan,rep,fluid,n_bursts,metric,dt_ms,tau_s,N,rho1,tau_int,N_eff,N_eff_ar1
1,150,70,000,rep_1,water,10,mean_diameter_mm,7.6923,0.06037793453144905,491.0,0.5665161945395235,7.849139338227714,62.55462909273116,135.8687188954713
1,150,70,000,rep_2,water,10,count,7.6923,0.21508899885134475,500.0,0.9527943246514853,27.961597812272625,17.88166768426034,12.086699237242895
1,150,70,000,rep_2,water,10,mean_diameter_mm,7.6923,0.2281719998623732,491.0,0.9182119601679553,29.662389644498155,16.552948224489114,20.935083500374905
1,150,70,0125,rep_1,xanthan,1,count,100.0,0.18412813995882252,499.0,0.12018458775333456,1.8412813995882251,271.00691948096244,391.9245948487914
1,150,70,0125,rep_1,xanthan,1,mean_diameter_mm,100.0,0.2002021994605712,499.0,0.2148103188833112,2.002021994605712,249.2480109332043,322.5274306505648
1,150,70,0125,rep_2,xanthan,1,count,100.0,0.1356085950934574,497.0,0.09210950079534358,1.3560859509345742,366.49594345954426,413.16514303383127
1,150,70,0125,rep_2,xanthan,1,mean_diameter_mm,100.0,0.12465939396367717,497.0,0.21450272388170033,1.2465939396367718,398.68635984610523,321.44196843219385
1,150,70,025,rep_1,xanthan,1,count,100.0,0.15218677905944178,500.0,0.16237399378231177,1.5218677905944178,328.5436508283731,360.3083046843175
1,150,70,025,rep_1,xanthan,1,mean_diameter_mm,100.0,0.21476626223995562,500.0,0.30646352178624225,2.1476626223995563,232.81124082764745,265.4251215776506
1,150,70,025,rep_2,xanthan,1,count,100.0,0.19759077615462087,495.0,0.1844719982777406,1.9759077615462086,250.51776688839325,340.8154531635117
1,150,70,025,rep_2,xanthan,1,mean_diameter_mm,100.0,0.19914513726623262,495.0,0.24758725284813682,1.9914513726623262,248.56243380838654,298.53167302720766
1,150,80,000,rep_1,water,10,count,7.6923,0.2799491283245642,500.0,0.9601987313662838,36.39342307561642,13.73874611797646,10.15235547213477
1,150,80,000,rep_1,water,10,mean_diameter_mm,7.6923,0.24131503888047987,491.0,0.9594487827297437,31.37098642544881,15.651404560287922,10.161351424535823
1,150,80,000,rep_2,water,10,count,7.6923,0.26016998923921436,500.0,0.9551756220843426,33.82213242323029,14.783219276161946,11.463005524759906
1,150,80,000,rep_2,water,10,mean_diameter_mm,7.6923,0.29229829866024915,491.0,0.934934833188707,37.99881682464921,12.921454956500023,16.510631963608464
1,150,80,0125,rep_1,xanthan,1,count,100.0,0.17354472879311772,497.0,0.19586333245387175,1.735447287931177,286.3815014470838,334.1986604358419
1,150,80,0125,rep_1,xanthan,1,mean_diameter_mm,100.0,0.1289414072632174,497.0,0.20732522991183389,1.2894140726321741,385.4463903790332,326.30756897425874
1,150,80,0125,rep_2,xanthan,1,count,100.0,0.15877753462593983,497.0,0.19658746023689846,1.5877753462593984,313.0165745241418,333.69565161848635
1,150,80,0125,rep_2,xanthan,1,mean_diameter_mm,100.0,0.21611685142286235,497.0,0.2661186493143364,2.1611685142286237,229.96818467781168,288.0765017467347
1,150,80,025,rep_1,xanthan,1,count,100.0,0.2570657285836727,500.0,0.28535079108851646,2.570657285836727,194.50278446481218,277.99773177339137
1,150,80,025,rep_1,xanthan,1,mean_diameter_mm,100.0,0.18302770521202544,500.0,0.2395060428584545,1.8302770521202545,273.1826853321377,306.7729929689379
1,150,80,025,rep_2,xanthan,1,count,100.0,0.1737902986247817,499.0,0.26912739657392754,1.737902986247817,287.12764978749215,287.36707606671365
1,150,80,025,rep_2,xanthan,1,mean_diameter_mm,100.0,0.18555923598719495,499.0,0.27083354288643136,1.8555923598719497,268.9168218144824,286.3113459165176
1,150,90,000,rep_1,water,10,count,7.6923,0.2837205791310351,500.0,0.9725342769320353,36.88371217074673,13.556119234564486,6.96203949131958
1,150,90,000,rep_1,water,10,mean_diameter_mm,7.6923,0.14669617397598958,491.0,0.8521960968941592,19.070521687400333,25.746542650922752,39.18144333996771
1,150,90,000,rep_2,water,10,count,7.6923,0.2662187620513309,500.0,0.9483259605456184,34.60847367514669,14.447328844758154,13.261138151623923
1,150,90,000,rep_2,water,10,mean_diameter_mm,7.6923,0.14437597547104847,491.0,0.8039553485945147,18.76889558013188,26.16030324766451,53.35937162474066
1,150,90,0125,rep_1,xanthan,1,count,100.0,0.15916960555540902,491.0,0.17675536273522172,1.5916960555540902,308.47597962355724,343.498002811275
1,150,90,0125,rep_1,xanthan,1,mean_diameter_mm,100.0,0.2055677690070524,491.0,0.19141175633217147,2.055677690070524,238.85067312432392,333.2322562126989
1,150,90,0125,rep_2,xanthan,1,count,100.0,0.10890612236707134,498.0,0.14209861816040356,1.0890612236707133,457.2745674678198,374.0788066483025
1,150,90,0125,rep_2,xanthan,1,mean_diameter_mm,100.0,0.19383453970955317,498.0,0.2348477839814446,1.9383453970955316,256.92015506948167,308.5771449082232
1,150,90,025,rep_1,xanthan,1,count,100.0,0.19822789355328146,500.0,0.2756959560253583,1.9822789355328145,252.2349357789072,283.88584307789563
1,150,90,025,rep_1,xanthan,1,mean_diameter_mm,100.0,0.25154080306140975,500.0,0.22764605623655682,2.5154080306140973,198.77490805256468,314.5670284361738
1,150,90,025,rep_2,xanthan,1,count,100.0,0.15388923556511114,500.0,0.25320794044694495,1.5388923556511114,324.9090153472418,297.9521735581721
1,150,90,025,rep_2,xanthan,1,mean_diameter_mm,100.0,0.13961283941319802,500.0,0.2843644394246638,1.3961283941319802,358.13325056745,278.5952096649094
